07_016,"Beef, meat, approx. 30 % fat, grilled* (without salt and fat)","Bœuf, viande, à peu près 30 % de mat. grasse, grillée* (sans sel ou mat. grasse)",07_016,"Beef meat, fatty, ca. 30% fat, grilled* (without salt or fat)","Viande de bœuf, grasse, environ 30% de matière grasse, grillée* (sans sel ni graisse)"
07_017,"Beef, meat, lean, cured, dried","Bœuf, viande, maigre, séchée, fumée, crue",07_017,"Beef meat, lean, cured, dried","Viande de bœuf, maigre, fumée, séchée"
07_001,"Beef liver, raw","Bœuf, foie, cru",07_001,"Beef liver, raw","Foie de bœuf, cru"
07_018,"Beef liver, boiled* (without salt)","Bœuf, foie, bouilli* (sans sel)",07_018,"Beef liver, boiled* (without salt), drained","Foie de bœuf, bouilli* (sans sel), égoutté"
07_019,"Beef, kidney, raw","Bœuf, rognon, cru",07_019,"Beef kidney, raw","Rognon de bœuf, cru"
07_020,"Beef, kidney, stewed *(without salt)","Bœuf, rognon, bouilli* (sans sel)",07_020,"Beef kidney, stewed* (as part of a recipe)","Rognon de bœuf, mijoté* (ingrédient de recette)"
07_021,"Beef, tripe, raw","Bœuf, tripe, crue",07_021,"Beef tripe, raw","Tripes de bœuf, crues"
07_022,"Beef, tripe, boiled* (without salt)","Bœuf, tripe, bouillie* (sans sel)",07_022,"Beef tripe, boiled* (without salt), drained","Tripes de bœuf, bouillies* (sans sel), égouttées"
07_023,"Beef,  ground, 10 % fat, raw","Bœuf, haché, 10 % de mat. grasse",07_023,"Beef meat, ground, ca. 10% fat, raw","Viande de bœuf, hachée, environ 10% de matière grasse, crue"
07_024,"Beef, ground stewed* (without salt)","Bœuf, haché, bouilli* (sans sel)",07_024,"Beef meat, ground, ca. 10% fat, grilled* (without salt or fat)","Viande de bœuf, hachée, environ 10% de matière grasse, grillée* (sans sel ni graisse)"
07_025,"Beef, meat, cured, corned, canned","Bœuf, viande, fumée, salée, en conserve",07_025,"Beef, corned beef, canned","Bœuf, corned beef, en conserve"
07_026,"Bamboo caterpillar, deep fried","Chenille de  bamboo, frit",07_026,"Bamboo caterpillar, deep fried, salted","Chenille de bambou, frite, salée"
07_027,"Game meat, dried","Viande de gibier, séchée",07_027,"Game meat, dried, salted","Viande de gibier, séchée, salée"
07_003,"Chicken, dark meat, flesh, raw","Poulet, cuisse, sans peau, crue",07_003,"Chicken, dark meat without skin, raw","Poulet, chair brune sans la peau, crue"
07_028,"Chicken, dark meat, flesh, boiled* (without salt)","Poulet, cuisse, sans peau, bouillie* (sans sel)",07_028,"Chicken, dark meat without skin, boiled* (without salt), drained","Poulet, chair brune sans la peau, bouillie* (sans sel), égoutté"
07_029,"Chicken, dark meat, flesh, grilled* (without salt and fat)","Poulet, cuisse, sans peau, grillée* (sans sel ou mat. grasse)",07_029,"Chicken, dark meat without skin, grilled* (without salt or fat)","Poulet, chair brune sans la peau, grillée* (sans sel ni graisse)"
07_030,"Chicken, dark meat, flesh and skin, raw","Poulet, cuisse, avec peau, crue",07_030,"Chicken, dark meat with skin, raw","Poulet, chair brune avec la peau, crue"
07_031,"Chicken, dark meat, flesh and skin, boiled* (without salt)","Poulet, cuisse, avce peau, bouillie* (sans sel)",07_031,"Chicken, dark meat with skin, boiled* (without salt), drained","Poulet, chair brune avec la peau, bouillie* (sans sel), égoutté"
07_032,"Chicken, dark meat, flesh and skin, grilled* (without salt and fat)","Poulet, cuisse, avec peau, grillée* (sans sel ou mat. grasse)",07_032,"Chicken, dark meat with skin, grilled* (without salt or fat)","Poulet, chair brune avec la peau, grillée* (sans sel ni graisse)"
07_033,"Chicken, light meat, flesh, raw","Poulet, blanc de poulet, sans peau, cru",07_033,"Chicken, light meat without skin, raw","Poulet, blanc sans la peau, cru"
07_034,"Chicken, light meat, flesh, boiled* (without salt)","Poulet, blanc de poulet, sans peau, bouilli* (sans sel)",07_034,"Chicken, light meat without skin, boiled* (without salt), drained","Poulet, blanc sans la peau, bouilli* (sans sel), égoutté"
07_035,"Chicken, light meat, flesh, grilled* (without salt and fat)","Poulet, blanc de poulet, sans peau, grillé* (sans sel ou mat. grasse)",07_035,"Chicken, light meat without skin, grilled* (without salt or fat)","Poulet, blanc sans la peau, grillé* (sans sel ni graisse)"
07_036,"Chicken, light meat, flesh and skin, raw","Poulet, blanc de poulet, avec peau, cru",07_036,"Chicken, light meat with skin, raw","Poulet, blanc avec la peau, cru"
07_037,"Chicken, light meat, flesh and skin, boiled* (without salt)","Poulet, blanc de poulet, avec peau, bouilli* (sans sel)",07_037,"Chicken, light meat with skin, boiled* (without salt), drained","Poulet, blanc avec la peau, bouilli* (sans sel), égoutté"
07_038,"Chicken, light meat, flesh and skin, grilled* (without salt and fat)","Poulet, blanc de poulet, avec peau, grillé* (sans sel ou mat. grasse)",07_038,"Chicken, light meat with skin, grilled* (without salt or fat)","Poulet, blanc avec la peau, grillé* (sans sel ni graisse)"
07_039,"Chicken giblets, raw","Poulet, abats, crus",07_039,"Chicken giblets, raw","Poulet, abats, crus"
07_040,"Chicken, giblets, braised* (without salt)","Poulet, abats, braisés* (sans sel)",07_040,"Chicken giblets, stewed* (as part of a recipe)","Poulet, abats, mijotés* (ingrédient de recette)"
07_041,"Chicken, liver, raw","Poulet, foie, cru",07_041,"Chicken liver, raw","Foie de poulet, cru"
07_042,"Chicken liver, braised* (without salt)","Poulet, foie, braisé* (sans sel)",07_042,"Chicken liver, stewed* (as part of a recipe)","Foie de poulet, mijoté* (ingrédient de recette)"
07_043,"Mole cricket, blanched","Grillon, blanchi",07_074,"Cricket, fresh, raw","Sauterelle, frais, crue"
07_044,"Crocodile, raw","Crocodile, cru",07_044,"Crocodile meat, raw","Viande de crocodile, crue"
07_045,"Crocodile, boiled* (without salt)","Crocodile, bouilli* (sans sel)",07_045,"Crocodile meat, boiled* (without salt), drained","Viande de crocodile, bouillie* (sans sel), égouttée"
07_046,"Goat, meat, raw","Chèvre, viande, crue",07_046,"Goat meat, moderately fat, ca. 10% fat, raw","Viande de chèvre, teneur modérée en matière grasse (env. 10%), crue"
07_047,"Goat, meat, boiled* (without salt)","Chèvre, viande, bouillie* (sans sel)",07_047,"Goat meat, moderately fat, ca. 10% fat, boiled* (without salt), drained","Viande de chèvre, teneur modérée en matière grasse (env. 10%), bouillie* (sans sel), égouttée"
07_048,"Goat, meat, grilled* (without salt and fat)","Chèvre, viande, grillée* (sanse sel ou mat. grasse)",07_048,"Goat meat, moderately fat, ca. 10% fat, grilled* (without salt or fat)","Viande de chèvre, teneur modérée en matière grasse (env. 10%), grillée* (sans sel ni graisse)"
07_004,"Lamb/mutton, meat, moderately fat, raw","Agneau, viande, moyennement grasse, crue",07_004,"Lamb/mutton meat, moderately fat, ca. 20% fat, raw","Viande d’agneau/mouton, teneur modérée en matière grasse (env. 20%), crue"
07_049,"Lamb/mutton, meat, moderately fat, boiled* (without salt)","Agneau/mouton viande, moyennement grasse, bouillie* (sans sel)",07_049,"Lamb/mutton meat, moderately fat, ca. 20% fat, boiled* (without salt), drained","Viande d’agneau/mouton, teneur modérée en matière grasse (env. 20%), bouillie* (sans sel), égouttée"
07_050,"Lamb/mutton, meat, moderately fat, grilled* (without salt and salt)","Agneau/mouton viande, moyennement grasse, grillée* (sans sel ou mat. grasse)",07_050,"Lamb/mutton meat, moderately fat, ca. 20% fat, grilled* (without salt or fat)","Viande d’agneau/mouton, teneur modérée en matière grasse (env. 20%), grillée* (sans sel ni graisse)"
07_051,"Lamb, brain, raw","Agneau/mouton, cerveau, cru",07_051,"Lamb brain, raw","Cervelle d’agneau, crue"
07_052,"Lamb, brain, braised* (without salt)","Agneau, cerveau, braisé* (sans sel)",07_052,"Lamb brain, stewed* (as part of a recipe)","Cervelle d’agneau, mijotée* (ingrédient de recette)"
07_053,"Lamb, liver, raw","Agneau, foie, cru",07_053,"Lamb liver, raw","Foie d’agneau, cru"
07_054,"Lamb, liver, boiled* (without salt)","Agneau, foie, bouilli* (sans sel)",07_054,"Lamb liver, boiled* (without salt), drained","Foie d’agneau, bouilli* (sans sel), égoutté"
07_055,"Locust, raw","Sauterelle, crue",,,
07_056,"Mopanie worm, canned","Ver de Mopanie, en conserve",07_056,"Mopane worm, canned","Chenille du mopane, en conserve"
07_006,"Pork, meat, approx. 20 % fat, boneless, raw","Porc, viande, env. 20 % de mat. grasse, désossée, crue",07_006,"Pork meat, moderately fat, ca. 20% fat, raw","Viande de porc, teneur modérée en matière grasse (env. 20%), crue"
07_057,"Pork, meat, approx. 20 % fat, boiled* (without salt)","Porc, viande, env. 20 % de mat. grasse, bouillie* (sans sel)",07_057,"Pork meat, moderately fat, ca. 20% fat, boiled* (without salt), drained","Viande de porc, teneur modérée en matière grasse (env. 20%), bouillie* (sans sel), égouttée"
07_058,"Pork, meat, approx. 20 % fat, grilled* (without salt and fat)","Porc, viande, env. 20 % de mat. grasse, grillée* (sans sel ou mat. grasse)",07_058,"Pork meat, moderately fat, ca. 20% fat, grilled* (without salt or fat)","Viande de porc, teneur modérée en matière grasse (env. 20%), grillée* (sans sel ni graisse)"
07_005,"Pork, meat, approx. 40 % fat, boneless, raw","Porc, viande, env. 40 % de mat. grasse, désossée, crue",07_005,"Pork meat, fatty, ca. 40% fat, raw","Viande de porc, grasse, environ 40% de matière grasse, crue"
07_059,"Pork, meat, approx. 40 % fat, boiled* (without salt)","Porc, viande, env. 40 % de mat. grasse, bouillie* (sans sel)",07_059,"Pork meat, fatty, ca. 40% fat, boiled* (without salt), drained","Viande de porc, grasse, environ 40% de matière grasse, bouillie* (sans sel), égouttée"
07_060,"Pork, meat, approx. 40 % fat, grilled* (without salt and fat)","Porc, viande, env. 40 % de mat. grasse, grillée* (sans sel ou mat. grasse)",07_060,"Pork meat, fatty, ca. 40% fat, grilled* (without salt or fat)","Viande de porc, grasse, environ 40% de matière grasse, grillée* (sans sel ni graisse)"
07_007,"Rabbit, flesh only, raw","Lapin, viande, crue",07_007,"Rabbit meat, raw","Viande de lapin, crue"
07_061,"Rabbit, meat, stewed* (without salt)","Lapin, viande, bouillie* (sans sel)",07_061,"Rabbit meat, stewed* (as part of a recipe)","Viande de lapin, mijotée* (ingrédient de recette)"
07_062,"Rabbit, meat, grilled* (without salt and fat)","Lapin, viande, grillée* (sans sel ou mat. grasse)",07_062,"Rabbit meat, grilled* (without salt or fat)","Viande de lapin, grillée* (sans sel ni graisse)"
07_063,"Sausage, wiener (beef, pork, chicken) canned","Saucisse vienoise (boeuf, porc, poulet) en conserve",07_063,"Sausage, wiener (beef, pork, chicken) canned","Saucisse viennoise (bœuf, porc, poulet) en conserve"
08 Eggs and their products/Oeufs et produits dérivés,,,08 Eggs and their products/Œufs et produits dérivés,,
08_001,"Egg, chicken, raw","Œuf, poule, cru",08_001,"Egg, chicken, raw","Œuf, poule, cru"
08_002,"Egg, chicken, boiled* (without salt)","Œuf, poule, bouilli* (sans sel)",08_002,"Egg, chicken, boiled* (without salt)","Œuf, poule, bouilli* (sans sel)"
08_003,"Egg, chicken, fried","Œuf, poule, frit",08_003,"Egg, chicken, fried in oil","Œuf, poule, frit dans l’huile"
08_004,Omelette,Omelette,08_004,"Omelette, from chicken egg","Omelette, d’œufs de poule"
09 Fish and its products/Poissons et produits dérivés,,,09 Fish and its products/Poisson et produits dérivés,,
09_007,"African carp, raw","Carpe d’Afrique, crue",09_007,"African carp, fillet, raw","Carpe d’Afrique, filet, cru"
09_008,"African carp, steamed* (without salt)","Carpe d’Afrique, cuit à la vapeur* (sans sel)",09_008,"African carp, fillet, steamed* (without salt)","Carpe d’Afrique, filet, cuit à la vapeur* (sans sel)"
09_009,"African carp, grilled* (without salt and fat)","Carpe d’Afrique, grillée* (sans sel ou mat.grasse)",09_009,"African carp, fillet, grilled* (without salt or fat)","Carpe d’Afrique, filet, grillé* (sans sel ni graisse)"
09_001,"Anchovy, fillet, raw","Anchois, filet, cru",09_001,"Anchovy, fillet, raw","Anchois, filet, cru"
09_010,"Anchovy, fillet, steamed* (without salt)","Anchois, filet, cuit à la vapeur * (sans sel)",09_010,"Anchovy, fillet, steamed* (without salt)","Anchois, filet, cuit à la vapeur* (sans sel)"
09_011,"Anchovy, fillet, grilled* (without salt and fat)","Anchois, filet, grillé* (sans sel ou mat. grasse)

",09_011,"Anchovy, fillet, grilled* (without salt or fat)","Anchois, filet, grillé* (sans sel ni graisse)"
09_012,"Anchovy, canned in oil (drained solids)","Anchois, en conserve d´huile",09_012,"Anchovy, canned in oil, drained","Anchois à l’huile, en conserve, égoutté"
09_002,"Barracuda, raw","Barracuda, cru",09_002,"Barracuda, fillet, raw","Barracuda, filet, cru"
09_013,"Barracuda, steamed* (without salt)","Barracuda, cuit à la vapeur * (sans sel)",09_013,"Barracuda, fillet, steamed* (without salt)","Barracuda, filet, cuit à la vapeur* (sans sel)"
09_014,"Barracuda, grilled* (without salt and fat)","Barracuda, grillé* (sans sel ou mat.grasse)",09_014,"Barracuda, fillet, grilled* (without salt or fat)","Barracuda, filet, grillé* (sans sel ni graisse)"
09_015,"Bayad, raw","Poisson, `Bayad`, cru",09_015,"Bayad, fillet, raw","Bayad, filet, cru"
09_016,"Bayad, steamed* (without salt)","Poisson `Bayad`, cuit à la vapeur* (sans sel)",09_016,"Bayad, fillet, steamed* (without salt)","Bayad, filet, cuit à la vapeur* (sans sel)"
09_017,"Bayad, grilled* (without salt and fat)","Poisson `Bayad`, grillé* (sans sel ou  mat. grasse)",09_017,"Bayad, fillet, grilled* (without salt or fat)","Bayad, filet, grillé* (sans sel ni graisse)"
09_018,"Catfish, raw","Poisson-chat, cru",09_018,"Catfish, fillet, raw","Poisson-chat, filet, cru"
09_019,"Catfish, steamed* (without salt)","Poisson-chat,  cuit à la vapeur* (sans sel)",09_019,"Catfish, fillet, steamed* (without salt)","Poisson-chat, filet, cuit à la vapeur* (sans sel)"
09_020,"Catfish, grilled* (without salt and fat)","Poisson-chat, grillé* (sans sel ou mat. grasse)",09_020,"Catfish, fillet, grilled* (without salt or fat)","Poisson-chat, filet, grillé* (sans sel ni graisse)"
09_021,"Carp, raw","Carpe, crue",09_021,"Carp, fillet, raw","Carpe, filet, cru"
09_022,"Carp, steamed* (without salt)","Carpe, cuit à la vapeur* (sans sel)",09_022,"Carp, fillet, steamed* (without salt)","Carpe, filet, cuit à la vapeur* (sans sel)"
09_023,"Carp, grilled* (without salt and fat)","Carpe, grillée (sans sel ou mat.grasse)",09_023,"Carp, fillet, grilled* (without salt or fat)","Carpe, filet, grillé* (sans sel ni graisse)"
09_003,"Mackerel, raw","Maquereau, cru",09_003,"Mackerel, fillet, raw","Maquereau, filet, cru"
09_024,"Mackerel,  boiled* (without salt)","Maquereau, bouilli* (sans sel)",09_024,"Mackerel, fillet, steamed* (without salt)","Maquereau, filet, cuit à la vapeur* (sans sel)"
09_025,"Mackerel, grilled* (without salt and fat)","Maquereau, grillé* (sans sel ou mat. grasse)                                         
",09_025,"Mackerel, fillet, grilled* (without salt or fat)","Maquereau, filet, grillé* (sans sel ni graisse)"
09_026,"Mormyrids, raw","Mormyridés, crus",09_026,"Mormyrid, fillet, raw","Mormiridé, filet, cru"
09_027,"Mormyrids, steamed* (without salt)","Mormyridés, cuit à la vapeur* (sans sel)",09_027,"Mormyrid, fillet, steamed* (without salt)","Mormiridé, filet, cuit à la vapeur* (sans sel)"
09_028,"Mormyrids, grilled* (without salt and fat)","Mormyridés, grillés* (sans sel ou mat. grasse)",09_028,"Mormyrid, fillet, grilled* (without salt or fat)","Mormiridé, filet, grillé* (sans sel ni graisse)"
09_029,"Mudfish, raw","Poisson `Mudfish`, cru",09_060,"North African catfish, fillet, raw","Poisson-chat d’Afrique du Nord, filet, cru"
09_030,"Mudfish, steamed*(without salt)","Poisson `Mudfish`, cuit à la vapeur* (sans sel)",09_082,"North African catfish, fillet, boiled* (as part of a recipe)","Poisson-chat d’Afrique du Nord, filet, bouilli* (ingrédient de recette)"
09_031,"Mudfish, grilled*(without salt and fat)","Poisson `Mudfish`, grillé* (sans sel ou mat. grasse)",09_081,"North African catfish, fillet, grilled* (without salt or fat)","Poisson-chat d’Afrique du Nord, filet, grillé* (sans sel ni graisse)"
09_032,"Perch, Nile, raw","Perche du Nil, capitaine, crue",09_032,"Perch, Nile, fillet, raw","Perche du Nil, filet, cru"
09_033,"Perch, Nile, steamed* (without salt)","Perche du Nil, capitaine, cuit à la vapeur* (sans sel)",09_033,"Perch, Nile, fillet, steamed* (without salt)","Perche du Nil, filet, cuit à la vapeur* (sans sel)"
09_034,"Perch, Nile, grilled* (without salt and fat)","Perche du Nil, capitaine, grillée* (sans sel ou mat. grasse)",09_034,"Perch, Nile, fillet, grilled* (without salt or fat)","Perche du Nil, filet, grillé* (sans sel ni graisse)"
09_004,"Sardine, raw","Sardine, crue",09_004,"Sardine, fillet, raw","Sardine, filet, cru"
09_035,"Sardine, steamed* (without salt)","Sardine, cuit à la vapeur* (sans sel)",09_035,"Sardine, fillet, steamed* (without salt)","Sardine, filet, cuit à la vapeur* (sans sel)"
09_036,"Sardine, grilled* (without salt and fat)","Sardine, grillée* (sans sel ou mat. grasse)",09_036,"Sardine, fillet, grilled* (without salt or fat)","Sardine, filet, grillé* (sans sel ni graisse)"
09_037,"Sardines in oil, canned (drained solids with bone)","Sardine conservées en huile (égouttées, avec arêtes)",09_037,"Sardine, canned in oil, drained, with bones","Sardines à l’huile, en conserve, égouttées, avec arêtes"
09_038,"Shiny-nose, raw","Capitaine de mer, cru",09_038,"Shiny-nose, fillet, raw","Capitaine de mer, filet, cru"
09_039,"Shiny-nose, steamed* (without salt)","Capitaine de mer, cuit à la vapeur* (sans sel)",09_039,"Shiny-nose, fillet, steamed* (without salt)","Capitaine de mer, filet, cuit à la vapeur* (sans sel)"
09_040,"Shiny-nose, grilled* (without salt and fat)","Capitaine de mer, grillé* (sans sel ou mat. grasse)",09_040,"Shiny-nose, fillet, grilled* (without salt or fat)","Capitaine de mer, filet, grillé* (sans sel ni graisse)"
09_041,"Tilapia, raw","Tilapia, cru",09_041,"Tilapia, fillet, raw","Tilapia, filet, cru"
09_042,"Tilapia, steamed*(without salt)","Tilapia, cuit à la vapeur* (sans sel)",09_042,"Tilapia, fillet, steamed* (without salt)","Tilapia, filet, cuit à la vapeur* (sans sel)"
09_043,"Tilapia, grilled* (without salt and fat)","Tilapia, grillé* (sans sel ou mat. grasse)",09_043,"Tilapia, fillet, grilled* (without salt or fat)","Tilapia, filet, grillé* (sans sel ni graisse)"
09_005,"Tuna, raw","Thon, cru",09_005,"Tuna, fillet, raw","Thon, filet, cru"
09_044,"Tuna, boiled* (without salt)","Thon, bouilli* (sans sel)",,,
09_045,"Tuna, grilled* (without salt and fat)","Thon, grillé* (sans sel ou mat.grasse)",09_091,"Tuna, fillet, grilled* (without salt or fat)","Thon, filet, grillé* (sans sel ni graisse)"
09_006,"White grouper, raw","Mérou blanc, cru",09_006,"White grouper, fillet, raw","Mérou blanc, filet, cru"
09_046,"White grouper, steamed* (without salt)","Mérou blanc, cuit à la vapeur* (sans sel)",09_046,"White grouper, fillet, steamed* (without salt)","Mérou blanc, filet, cuit à la vapeur* (sans sel)"
09_047,"White grouper, grilled* (without salt and fat)","Mérou blanc, grillé* (sans sel ou mat.grasse)",09_047,"White grouper, fillet, grilled* (without salt or fat)","Mérou blanc, filet, grillé* (sans sel ni graisse)"
10 Milk and its products/Lait et produits laitiers,,,10 Milk and its products/Lait et produits dérivés,,
10_006,Cheddar,Cheddar,10_006,"Cheese, cheddar, from cow’s milk","Fromage, cheddar, de lait de vache"
10_007,"Cheese, goat, hard type","Formage de chèvre, dur",10_007,"Cheese, hard type, from goat’s milk","Fromage, de chèvre, à pâte dure"
10_008,"Cheese, Gouda","Fromage, gouda",10_008,"Cheese, Gouda, from cow’s milk","Fromage, Gouda, de lait de vache"
10_009,"Cream, whipping, 38 % fat","Crème à fouetter, 38 % de mat. grasse",10_009,"Cream, from cow’s milk, ca. 38% fat","Crème, de lait de vache, env. 38% de mat. grasse"
10_010,"Cream, 13 % fat","Crème, 13 % de mat. grasse",10_010,"Cream, from cow’s milk, reduced fat, ca. 18% fat","Crème, de lait de vache, faible teneur en matière grasse (env. 18%)"
10_011,"Infant formula, powder, for 3 months","Lait infantile, poudre, pour l’âge de 3 mois",10_011,"Infant formula, powder, for 3 months, fortified","Lait infantile en poudre, 1er âge (3 mois), enrichi"
10_012,"Infant formula, powder, for 6 months","Lait infantile, poudre, pour l’âge de 6 mois",10_012,"Infant formula, powder, for 6 months, fortified","Lait infantile en poudre, 2e âge (6 mois), enrichi"
10_001,"Milk, cow, whole, 3.5 % fat (includes pasteurised, sterilised and UHT)","Lait, vache, entier, 3.5 % de mat. grasse (y compris pasteurisé, stérilisé, UTH)",10_001,"Milk, cow, whole, pasteurized or UHT, 3.5% fat","Lait, de vache, entier, pasteurisé ou stérilisé UHT, 3.5% de mat. grasse"
10_013,"Milk, cow, partly skimmed, 1.5 % fat","Lait, vache, partiellement écrémé, 1.5 % de mat. Grasse",10_013,"Milk, cow, reduced fat, 1.5–2% fat","Lait, de vache, partiellement écrémé, 1.5–2% de mat. grasse"
10_014,"Milk, cow,  skimmed, 0.5 % fat","Lait, vache, écrémé, 0.5 % de mat. grasse",10_014,"Milk, cow, skimmed, 0.5% fat","Lait, de vache, écrémé, 0.5% de mat. grasse"
10_015,"Milk, cow, canned, condensed, sweetened","Lait, vache, en conserve, condensé, sucré",10_015,"Milk, cow, canned, condensed, sweetened","Lait, de vache, en conserve, condensé, sucré"
10_016,"Milk, cow, canned, evaporated","Lait, vache, en conserve, concentré",10_016,"Milk, cow, canned, evaporated","Lait, de vache, en conserve, concentré"
10_002,"Milk, cow, powder, whole","Lait, vache, poudre, entier",10_002,"Milk, cow, powder, whole, unfortified","Lait, de vache, en poudre, entier, non enrichi"
10_017,"Milk, cow powder, skimmed","Lait, vache, poudre, écrémé",10_017,"Milk, cow, powder, skimmed, unfortified","Lait, de vache, en poudre, écrémé, non enrichi"
10_018,"Milk, camel, raw (average of different breeds)","Lait, chameau, cru (moyenne de plusieurs races)",10_018,"Milk, camel, fresh","Lait, de chamelle, frais"
10_003,"Milk, goat, raw","Lait, chèvre, cru",10_003,"Milk, goat, fresh","Lait, de chèvre, frais"
10_004,"Milk, human, mature, raw","Lait, humain, mature, cru",10_004,"Breastmilk, mature",Lait maternel
10_019,"Milk, human, colostrum, raw","Lait, humain, colostrum, cru",10_019,"Breastmilk, colostrum","Lait maternel, colostrum"
10_020,Vacherin cheese,Fromage de vacherin,,,
10_005,"Yoghurt, whole milk, plain","Yaourt, lait entier, nature",10_005,"Yoghurt, plain, from whole cow’s milk","Yaourt, de lait de vache entier, nature"
10_021,"Yoghurt, whole milk, with fruits","Yaourt, lait entier, avec fruit",10_026,"Yoghurt, from reduced fat/skimmed cow’s milk, sweetened/with fruit","Yaourt, de lait de vache partiellement écrémé, sucré/avec fruits"
,,,10_005,"Yoghurt, plain, from whole cow’s milk","Yaourt, de lait de vache entier, nature"
11 Fat and oils/Matières grasses,,,11 Fats and oils/Graisses et huiles,,
11_001,"Butter, from cow’s milk (without salt)","Beurre, de lait de vache (sans sel)",11_001,"Butter, from cow’s milk, unsalted","Beurre, de lait de vache, doux"
11_002,Coconut oil,"Noix de coco, huile",11_002,"Coconut oil, unfortified","Huile de coco, non enrichie"
11_005,Cottonseed oil,"Coton, huile",11_005,"Cottonseed oil, yellow brown, unfortified","Huile de graine de coton, jaune brun, non enrichie"
11_003,Groundnut oil,"Arachide, huile",11_003,"Groundnut oil, unfortified","Huile d’arachide, non enrichie"
11_006,"Margarine, fortified","Margarine, fortifieé",11_006,"Margarine, fortified with vitamin A","Margarine, enrichie en vitamine A"
11_004,"Palm oil, red","Palme, huile, rouge",11_004,"Palm oil, red","Huile de palme, rouge"
11_007,"Palm oil, refined","Palme, huile, raffiné",11_007,"Palm oil, refined and decoloured, unfortified","Huile de palme, raffinée et décolorée, non enrichie"
11_008,Shea butter,"Karité, beurre",11_008,"Shea butter, white","Beurre de karité, blanc"
11_009,Soya oil,"Soja, huile",11_009,"Soya oil, unfortified","Huile de soja, non enrichie"
11_010,Vegetable oil,Huile végetalé,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie"
12 Beverages/Boissons,,,12 Beverages/Boissons,,
12_001,Beer european (4.4 % alcohol),Bière européenne  (4.4 % d’alcool),12_001,"Beer, European (4.6% v/v alcohol)","Bière, européenne (4.6% d’alcool)"
12_002,"Beer, maize  (est. 3 % alcohol)",Bière de maïs (3 % d’alcool est.),12_002,"Beer, maize (ca. 3% v/v alcohol)","Bière, de maïs (env. 3% d’alcool)"
12_003,"Beer, millet (est. 3 % alcohol)",Bière de mil (3 % d’alcool est.),12_003,"Beer, millet (ca. 3% v/v alcohol)","Bière, de mil (env. 3% d’alcool)"
12_004,"Beer, sorghum (est. 3% alcohol)",Bière de sorgho (3 % d’alcool est.),12_004,"Beer, sorghum (ca. 3% v/v alcohol)","Bière, de sorgho (env. 3% d’alcool)"
12_005,"Coffee, instant, powder","Café, instantané, poudre",12_005,"Coffee, instant, powder","Café, instantané, en poudre"
12_009,"Coffee, liquid","Café, liquide",12_009,"Coffee, liquid","Café, liquide"
12_010,"Juice, lemon, unsweetened","Jus de citron, sans sucre",12_010,"Juice, lemon, fresh, unsweetened","Jus de citron, frais, sans sucre ajouté"
12_011,"Juice, orange, unsweetened","Jus d`orange, sans sucre",12_011,"Juice, orange, fresh, unsweetened","Jus d’orange, frais, sans sucre ajouté"
12_012,"Juice, apple, canned or bottled","Jus de pomme, en conserve o en bouteille",12_012,"Juice, canned or bottled, sweetened (e.g. apple)","Jus, en boîte ou en bouteille, sucre ajouté (ex: de pomme)"
12_013,"Juice, grapefruit, canned, unsweetened","Jus de pamplemousse, en conserve, sans sucre",12_013,"Juice, canned or bottled, unsweetened (e.g. grapefruit)","Jus, en boîte ou en bouteille, sans sucre ajouté (ex: de pamplemousse)"
12_014,"Nectar, Mango, canned","Nectar de mangue, conservé",12_014,"Nectar, mango, canned","Nectar de mangue, en conserve"
12_015,Ovaltine beverage with whole milk (without sugar; fortified),"Ovaltine, boisson avec lait entier (sans sucre; enrichi)",12_015,"Ovaltine beverage with whole milk, without sugar, fortified*","Ovaltine, boisson au lait entier, sans sucre, enrichie*"
12_016,Ovaltine beverage with partly skimmed milk (without sugar; fortified),"Ovaltine, boisson avec lait, partiellement écrémé (sans sucre; enrichi)",12_016,"Ovaltine beverage with reduced fat milk, without sugar, fortified*","Ovaltine, boisson au lait partiellement écrémé, sans sucre, enrichie*"
12_017,Ovaltine beverage with skimmed milk (without sugar; fortified),"Ovaltine, boisson avec lait, écrémé (sans sucre; enrichi)",12_017,"Ovaltine beverage with skimmed milk, without sugar, fortified*","Ovaltine, boisson au lait écrémé, sans sucre, enrichie*"
12_018,"Ovaltine powder, fortified","Ovaltine, poudre, enrichi",13_028,"Ovaltine powder, fortified","Ovaltine en poudre, enrichie"
12_006,Palm wine (est. 3.8 % alcohol),Vin de palme  (3.8 % d’alcool est.),12_006,Palm wine (ca. 3.8% v/v alcohol),Vin de palme (env. 3.8% d’alcool)
12_007,"Sap, palm, fresh (0.3 % alcohol)","Sève de palmier, fraiche (0.3 % d’alcool)",12_007,"Sap, palm, fresh (0.3% v/v alcohol)","Sève de palmier, fraiche (0.3% d’alcool)"
12_008,"Tea, infusion",Thé infusé,12_008,"Tea, infusion","Thé, infusion"
12_019,"Water, tap",Eau du robinet,12_019,"Water, tap",Eau du robinet
13 Miscellaneous/Divers,,,13 Miscellaneous/Divers,,
13_004,Anis seed,"Anis, graine",13_004,Anis seed,"Anis, graine"
13_005,"Bay leaf, dried","Laurier, feuille, séchée",04_081,"Bay, leaves, dried","Laurier, feuilles, séchées"
