03_005,"Cowpea, black, dried, raw","Niébé, noir, sec, cru",03_005,"Cowpea, black, dry, raw","Niébé, noir, sec, cru"
03_026,"Cowpea, black, boiled* (without salt)","Niébé, noir, bouilli* (sans sel)",03_026,"Cowpea, black, not soaked, boiled* (without salt), drained","Niébé, noir, non trempé, bouilli* (sans sel), égoutté"
03_027,"Cowpea, brown, dried, raw","Niébé, brun, sec, cru",03_027,"Cowpea, brown, dry, raw","Niébé, brun, sec, cru"
03_028,"Cowpea, brown, boiled* (without salt)","Niébé, brun, bouilli* (sans sel)",03_028,"Cowpea, brown, not soaked, boiled* (without salt), drained","Niébé, brun, non trempé, bouilli* (sans sel), égoutté"
03_006,"Cowpea, white, dried, raw","Niébé, blanc, sec, cru",03_006,"Cowpea, white, dry, raw","Niébé, blanc, sec, cru"
03_029,"Cowpea, white, boiled* (without salt)","Niébé, blanc, bouilli* (sans sel)",03_029,"Cowpea, white, not soaked, boiled* (without salt), drained","Niébé, blanc, non trempé, bouilli* (sans sel), égoutté"
03_030,"Lentils, dried, raw","Lentilles, sèches, crues",03_030,"Lentil, dry, raw","Lentille, sèche, crue"
03_031,"Lentils, boiled* (without salt)","Lentilles, bouillies* (sans sel)",03_031,"Lentil, not soaked, boiled* (without salt), drained","Lentille, non trempée, bouillie* (sans sel), égouttée"
03_032,"Pigeon pea, dried, raw","Pois d’Angole, sec, cru",03_032,"Pigeon pea, dry, raw","Pois d’Angole, sec, cru"
03_033,"Pigeon pea, boiled* (without salt)","Pois d’Angole, bouilli* (sans sel)",03_033,"Pigeon pea, not soaked, boiled* (without salt), drained","Pois d’Angole, non trempé, bouilli* (sans sel), égoutté"
03_008,"Soya bean, dried, raw","Soja, sec, cru",03_008,"Soya bean, dry, raw","Soja, sec, cru"
03_034,"Soya bean, boiled* (without salt)","Soja, bouilli* (Ghana) (sans sel)",03_034,"Soya bean, not soaked, boiled* (without salt), drained","Soja, non trempé, bouilli* (sans sel), égoutté"
03_035,"Soybean, Salintuya-1, dried, raw (Ghana) n=1","Soja, Salintuya-1, sec, cru (Ghana)",03_035,"Soya bean, Salintuya-1 variety, dry, raw (Ghana), n=1","Soja, variété Salintuya-1, sec, cru (Ghana), n=1"
03_036,"Soybean, Anidaso, dried, raw (Ghana) n=1","Soja, Anidaso, sec, cru (Ghana)",03_036,"Soya bean, Anidaso variety, dry, raw (Ghana), n=1","Soja, variété Anidaso, sec, cru (Ghana), n=1"
03_037,"Soybean, Quarshie,dried, raw (Ghana) n=1","Soja, Quarshie, sec, cru (Ghana)",03_037,"Soya bean, Quarshie variety, dry, raw (Ghana), n=1","Soja, variété Quarshie, sec, cru (Ghana), n=1"
03_038,"Soybean, Jenguma, dried, raw (Ghana) n=1","Soja, Jenguma, sec, cru (Ghana)",03_038,"Soya bean, Jenguma variety, dry, raw (Ghana), n=1","Soja, variété Jenguma, sec, cru (Ghana), n=1"
03_039,"Soya bean, combined varieties, dried, raw (Ghana)","Soja, variétés combinées, sec, cru (Ghana)",03_039,"Soya bean, combined varieties, dry, raw (Ghana)","Soja, mélange de variétés, sec, cru (Ghana)"
03_040,"Soya bean, combined varieties, boiled* (Ghana)(without salt)","Soja, variétés combinées, bouilli* (Ghana) (sans sel)",03_040,"Soya bean, combined varieties (Ghana), not soaked, boiled* (without salt), drained","Soja, mélange de variétés (Ghana), non trempé, bouilli* (sans sel), égoutté"
04 Vegetables and their products/Légumes et produits dérivés,,,04 Vegetables and their products/Légumes et produits dérivés,,
04_023,"Amaranth leaves, raw","Amarante, feuilles, crue",04_023,"Amaranth, leaves, fresh, raw","Amaranthe, feuilles, fraîches, crues"
04_024,"Amaranth leaves, boiled* (without salt)","Amarante, feuilles, bouillie* (sans sel)",04_024,"Amaranth, leaves, fresh, boiled* (without salt), drained","Amaranthe, feuilles, fraîches, bouillies* (sans sel), égouttées"
04_001,"Baobab, leaves,  raw","Baobab, feuilles, cru",04_001,"Baobab, leaves, fresh, raw","Baobab, feuilles, fraîches, crues"
04_025,"Baobab, leaves, boiled* (without salt)","Baobab, feuilles, bouilli* (sans sel)",04_025,"Baobab, leaves, fresh, boiled* (without salt), drained","Baobab, feuilles, fraîches, bouillies* (sans sel), égouttées"
04_002,"Baobab leaves, dried","Baobab, feuilles, séché",04_002,"Baobab, leaves, dried","Baobab, feuilles, séchées"
04_003,"Beans, green raw","Haricot, vert, cru",04_003,"Bean, green, raw","Haricot vert, cru"
04_026,"Beans, green, boiled* (without salt)","Haricot, vert, bouilli* (sans sel)",04_026,"Bean, green, boiled* (without salt), drained","Haricot vert, bouilli* (sans sel), égoutté"
04_005,"Cabbage, raw","Chou, cru",04_005,"Cabbage, white, raw","Chou, blanc, cru"
04_027,"Cabbage, boiled* (without salt)","Chou, bouilli* (sans sel)",04_089,"Cabbage, white, boiled* (without salt), drained","Chou, blanc, bouilli* (sans sel), égoutté"
04_006,"Carrot, raw","Carotte, crue",04_006,"Carrot, raw","Carotte, crue"
04_007,"Carrot, boiled* (without salt)","Carotte, bouillie* (sans sel)",04_007,"Carrot, boiled* (without salt), drained","Carotte, bouillie* (sans sel), égouttée"
04_008,"Cassava, leaves, raw","Manioc, feuilles, cru",04_008,"Cassava, leaves, fresh, raw","Manioc, feuilles, fraîches, crues"
04_028,"Cassava, leaves, boiled* (without salt)","Manioc, feuilles, bouillie* (sans sel)",04_028,"Cassava, leaves, fresh, boiled* (without salt), drained","Manioc, feuilles, fraîches, bouillies* (sans sel), égouttées"
04_009,"Cocoyam, leaves, raw","Chou caraïbe, feuilles, cru",04_009,"Cocoyam, leaves, fresh, raw","Chou caraïbe, feuilles, fraîches, crues"
04_029,"Cocoyam, leaves, boiled* (without salt)","Chou caraïbe, feuilles, bouilli* (sans sel)",04_029,"Cocoyam, leaves, fresh, boiled* (without salt), drained","Chou caraïbe, feuilles, fraîches, bouillies* (sans sel), égouttées"
04_010,"Cowpea, leaves, raw","Niébé, feuilles, cru",04_010,"Cowpea, leaves, fresh, raw","Niébé, feuilles, fraîches, crues"
04_030,"Cowpea, leaves, boiled* (without salt)","Niébé, feuilles, bouilli* (sans sel)",04_030,"Cowpea, leaves, fresh, boiled* (without salt), drained","Niébé, feuilles, fraîches, bouillies* (sans sel), égouttées"
04_031,"Cowpea leaves, dried","Niébé, feuilles, séché",04_031,"Cowpea, leaves, dried","Niébé, feuilles, séchées"
04_032,"Cucumber, raw","Concombre, cru",04_032,"Cucumber, unpeeled, raw","Concombre, non pelé, cru"
04_011,"Drumstick  leaves, raw","Ben oléifère, feuilles, cru",04_011,"Moringa (drumstick), leaves, fresh, raw","Moringa (ben oléifère), feuilles, fraîches, crues"
04_033,"Drumstick leaves, boiled* (without salt)","Ben oléifère, feuilles, bouilli* (sans sel)",04_033,"Moringa (drumstick), leaves, fresh, boiled* (without salt), drained","Moringa (ben oléifère), feuilles, fraîches, bouillies* (sans sel), égouttées"
04_012,"Eggplant, raw","Aubergine, crue",04_012,"Eggplant, fruit, raw","Aubergine, fruit, cru"
04_034,"Eggplant, boiled* (without salt)","Aubergine, bouillie* (sans sel)",04_034,"Eggplant, fruit, boiled* (without salt), drained","Aubergine, fruit, bouilli* (sans sel), égoutté"
04_013,"Eggplant leaves, raw","Aubergine, feuilles, crue",04_013,"Eggplant, leaves, fresh, raw","Aubergine, feuilles, fraîches, crues"
04_035,"Eggplant leaves, boiled* (without salt)","Aubergine, feuilles, bouillie* (sans sel)",04_035,"Eggplant, leaves, fresh, boiled* (without salt), drained","Aubergine, feuilles, fraîches, bouillies* (sans sel), égouttées"
04_036,"False sesame, leaves, raw","Faux sésame, feuilles, cru",04_036,"False sesame, leaves, fresh, raw","Faux sésame, feuilles, fraîches, crues"
04_037,"False sesame, leaves, boiled* (without salt)","Faux sésame, feuilles, bouilli* (sans sel)",04_037,"False sesame, leaves, fresh, boiled* (without salt), drained","Faux sésame, feuilles, fraîches, bouillies* (sans sel), égouttées"
04_014,"False sesame, leaves, dried","Faux sésame, feuilles, séché",04_014,"False sesame, leaves, dried","Faux sésame, feuilles, séchées"
04_015,"Garlic, raw","Ail, cru",04_015,"Garlic, flesh, raw","Ail, chair, cru"
04_038,"Jute (bush-okra) leaves, raw","Jute, feuilles, cru",04_038,"Jute mallow (bush-okra), leaves, fresh, raw","Corète potagère, feuilles, fraîches, crues"
04_039,"Jute (bush-okra) leaves, boiled* (without salt)","Jute, feuilles, bouilli* (sans sel)",04_039,"Jute mallow (bush-okra), leaves, fresh, boiled* (without salt), drained","Corète potagère, feuilles, fraîches, bouillies* (sans sel), égouttées"
04_040,"Lettuce, raw","Laitue, crue",04_040,"Lettuce, raw","Laitue, crue"
04_004,"Okra leaves, raw","Gombo, feuilles, cru",04_004,"Okra, leaves, fresh, raw","Gombo, feuilles, fraîches, crues"
04_041,"Okra leaves, boiled* (without salt)","Gombo, feuilles, bouilli* (sans sel)",04_041,"Okra, leaves, fresh, boiled* (without salt), drained","Gombo, feuilles, fraîches, bouillies* (sans sel), égouttées"
04_017,"Okra fruit, raw","Gombo, cru",04_017,"Okra, fruit, fresh, raw","Gombo, fruit, frais, cru"
04_042,"Okra fruit, boiled* (without salt)","Gombo, bouilli* (sans sel)",04_042,"Okra, fruit, fresh, boiled* (without salt), drained","Gombo, fruit, frais, bouilli* (sans sel), égoutté"
04_018,"Onion, raw","Oignon, cru",04_018,"Onion, fresh, raw","Oignon, frais, cru"
04_043,"Onion, boiled* (without salt)","Oignon, bouilli* (sans sel)",04_043,"Onion, fresh, boiled* (without salt), drained","Oignon, frais, bouilli* (sans sel), égoutté"
04_044,"Onions, dried","Oignon, sec",04_044,"Onion, dried","Oignon, séché"
04_045,"Parsley, fresh","Persil, frais",04_045,"Parsley, fresh, raw","Persil, frais, cru"
04_046,"Peppers, chilli, raw","Piment, fort, cru ",04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru"
04_047,"Pepper, sweet, red, raw","Poivron, doux, rouge, cru",04_047,"Pepper, sweet, red, fresh, raw","Poivron rouge, frais, cru"
04_048,"Pepper, sweet, red, boiled* (without salt)","Poivron, doux, rouge, bouilli* (sans sel)",04_048,"Pepper, sweet, red, fresh, boiled* (without salt), drained","Poivron rouge, frais, bouilli* (sans sel), égoutté"
04_049,"Pepper, sweet, green, raw","Poivron, doux, vert, cru",04_049,"Pepper, sweet, green, fresh, raw","Poivron vert, frais, cru"
04_050,"Pepper, sweet, green, boiled* (without salt)","Poivron, doux, vert, bouilli* (sans sel)",04_050,"Pepper, sweet, green, fresh, boiled* (without salt), drained","Poivron vert, frais, bouilli* (sans sel), égoutté"
04_051,"Pumpkin, squash, raw","Courge/citrouille, crue",04_051,"Pumpkin, squash, light orange flesh, raw","Courge, chair orange clair, crue"
04_052,"Pumpkin, squash, boiled* (without salt)","Courge/citrouille, bouillie* (sans sel)",04_052,"Pumpkin, squash, light orange flesh, boiled* (without salt), drained","Courge, chair orange clair, bouillie* (sans sel), égouttée"
04_053,"Pumpkin leaves, raw","Courge, feuilles, crue",04_053,"Pumpkin, leaves, fresh, raw","Citrouille, feuilles, fraîches, crues"
04_054,"Pumpkin leaves, boiled* (without salt)","Courge, feuilles, bouillie* (sans sel)",04_054,"Pumpkin, leaves, fresh, boiled* (without salt), drained","Citrouille, feuilles, fraîches, bouillies* (sans sel), égouttées"
04_055,"Pumpkin leaves, dried","Courge, feuilles, séchée",04_055,"Pumpkin, leaves, dried","Citrouille, feuilles, séchées"
04_016,"Roselle leaves, raw","Oseille de Guinée, feuilles, crue",04_016,"Hibiscus, leaves, fresh, raw","Oseille de Guinée, feuilles, fraîches, crues"
04_056,"Roselle leaves, boiled* (without salt)","Oseille de Guinée, feuilles, bouillie* (sans sel)",04_056,"Hibiscus, leaves, fresh, boiled* (without salt), drained","Oseille de Guinée, feuilles, fraîches, bouillies* (sans sel), égouttées"
04_057,"Spinach, raw","Épinards, crus",04_057,"Spinach, leaves, fresh, raw","Épinard, feuilles, fraîches, crues"
04_058,"Spinach, boiled* (without salt)","Épinards, bouillis* (sans sel)",04_058,"Spinach, leaves, fresh, boiled* (without salt), drained","Épinard, feuilles, fraîches, bouillies* (sans sel), égouttées"
04_059,"Sweet potato, leaves, raw","Patate douce, feuilles, crue",04_059,"Sweet potato, leaves, fresh, raw","Patate douce, feuilles, fraîches, crues"
04_060,"Sweet potato leaves, boiled* (without salt)","Patate douce, feuilles, bouillie* (sans sel)",04_060,"Sweet potato, leaves, fresh, boiled* (without salt), drained","Patate douce, feuilles, fraîches, bouillies* (sans sel), égouttées"
04_019,"Tamarind, leaves, raw","Tamarin, feuilles, cru",04_019,"Tamarind, leaves, fresh, raw","Tamarin, feuilles, fraîches, crues"
04_061,"Tamarind, leaves, boiled* (without salt)","Tamarin, feuilles, bouilli* (sans sel)",04_061,"Tamarind, leaves, fresh, boiled* (without salt), drained","Tamarin, feuilles, fraîches, bouillies* (sans sel), égouttées"
04_062,"Tamarind, leaves, dried","Tamarin, feuilles, séché",04_062,"Tamarind, leaves, dried","Tamarin, feuilles, séchées"
04_020,"Taro, leaves, raw","Taro, feuilles, cru",04_020,"Taro, leaves, fresh, raw","Taro, feuilles, fraîches, crues"
04_063,"Taro, leaves, boiled* (without salt)","Taro, feuilles, bouilli* (sans sel)",04_063,"Taro, leaves, fresh, boiled* (without salt), drained","Taro, feuilles, fraîches, bouillies* (sans sel), égouttées"
04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue"
04_064,"Tomato, red, ripe, boiled* (without salt)","Tomate, rouge, mûre, bouillie* (sans sel)",04_064,"Tomato, red, ripe, boiled* (without salt), drained","Tomate, rouge, mûre, bouillie* (sans sel), égouttée"
04_065,"Tomatoes, canned, packed in juice","Tomate, en conserve avec jus",04_065,"Tomato, canned, packed in juice","Tomate, en conserve avec jus"
04_066,"Tomato paste, concentrated",Concentré de tomate (pâte),04_066,"Tomato, paste, concentrated, without salt","Concentré de tomate, sans sel"
04_067,"Tomato, powder",Tomate en poudre,04_067,"Tomato, powder","Tomate, en poudre"
04_068,"Turnip, raw ","Navet, cru",04_068,"Turnip, raw","Navet, cru"
04_069,"Turnip, boiled* (without salt)","Navet, bouilli* (sans sel)",04_069,"Turnip, boiled* (without salt), drained","Navet, bouilli* (sans sel), égoutté"
04_022,"Vernonia, leaves, raw","Vernonie, feuilles, crue",04_022,"Vernonia, leaves, bitter, fresh, raw","Vernonie, feuilles, amères, fraîches, crues"
04_070,"Vernonia, leaves, boiled* (without salt)","Vernonie, feuilles, bouillie* (sans sel)",04_070,"Vernonia, leaves, bitter, fresh, boiled* (without salt), drained","Vernonie, feuilles, amères, fraîches, bouillies* (sans sel), égouttées"
05 Fruits and their products/Fruits et produits dérivés,,,05 Fruits and their products/Fruits et produits dérivés,,
05_023,"African fan palm, fruit, pulp, raw","Rônier, pulpe, cru",05_023,"African fan palm, fruit, raw","Fruit du palmier rônier, cru"
05_001,"African locust bean, fruit, pulp, raw","Néré, fruit, pulpe, crue",05_001,"African locust bean, fruit, raw","Néré, fruit, cru"
05_024,"African locust bean, flour from fruit, pulp","Néré, farine de la pulpe du fruit ",05_024,"African locust bean, flour from fruit","Néré, farine du fruit"
05_025,"Akee, pulp, raw","Finsan, pulpe, cru",05_025,"Akee, fruit, raw","Akée, fruit, cru"
05_026,"Apple, with skin, raw","Pomme, avec écorce, crue",05_026,"Apple, with skin, raw","Pomme, non épluchée, crue"
05_027,"Apple, without skin, raw","Pomme, sans écorce, crue",05_027,"Apple, without skin, raw","Pomme, épluchée, crue"
05_002,"Avocado, pulp, raw","Avocat, pulpe, cru",05_002,"Avocado, fruit, raw","Avocat, fruit, cru"
05_003,"Banana, white flesh, raw","Banane, pulpe blanche, crue",05_003,"Banana, white flesh, ripe, raw","Banane, chair blanche, mûre, crue"
05_028,"Banana, yellow flesh, raw","Banane, pulpe jaune, crue",05_028,"Banana, yellow flesh, ripe, raw","Banane, chair jaune, mûre, crue"
05_004,"Baobab, fruit/Monkey bread, pulp, raw","Baobab, fruit, pulpe, cru",05_004,"Baobab, fruit/monkey bread, raw","Baobab, fruit/pain de singe, cru"
05_005,"Breadfruit, raw","Fruit à pain, cru",05_005,"Breadfruit, fruit, raw","Arbre à pain, fruit, cru"
05_006,"Cashew apple, pulp, raw","Pomme d’acajou, pulpe, crue",05_006,"Cashew apple, fruit, raw","Pomme de cajou, fruit, cru"
05_029,"Clementine, raw","Clémentine, crue",05_029,"Clementine, raw","Clémentine, crue"
05_007,"Dattock, pulp, raw","Ditax, pulpe, crue",05_007,"Dattock, fruit, raw","Détar, fruit, cru"
05_008,"Dattock, dried pulp, raw","Ditax, pulpe séchée, crue",05_008,"Dattock, fruit, dried","Détar, fruit, séché"
05_030,"Dates, raw","Dates, crues",05_030,"Date, soft, raw","Date, molle, crue"
05_031,"Dates, dried","Dates, séchées",05_031,"Date, dried, raw","Date, séchée, crue"
05_032,"Fig, raw ","Figue, crue",05_032,"Fig, raw","Figue, crue"
05_033,"Fig, dried ","Figue, séchée",05_033,"Fig, dried","Figue, sèche"
05_034,"Fruit cocktail, canned in syrup","Salade de fruits, en conserve, en sirop",05_034,"Fruit cocktail, canned in syrup, undrained","Cocktail de fruits au sirop, en conserve, non égoutté"
05_035,"Grapefruit, pulp, raw","Pamplemousse, pulpe, crue",05_035,"Grapefruit, white, raw","Pamplemousse, blanc, cru"
05_010,"Guava, fruit, raw","Goyave, fruit, cru",05_010,"Guava, fruit, raw","Goyave, fruit, crue"
05_011,"Gumvine, raw","Liane goïne, fruit, cru",05_011,"Gumvine, fruit, raw","Liane goïne, fruit, cru"
05_012,"Jujube, raw","Jujube, crue",05_012,"Jujube, raw","Jujube, cru"
05_013,"Landolphia, pulp, raw","Liane à caoutchouc, pulpe, crue",05_013,"Landolphia, fruit, raw","Liane à caoutchouc, fruit, crue"
05_014,"Lemon, raw","Citron, cru",05_014,"Lemon, raw","Citron, cru"
05_036,"Mango, deep orange flesh","Mangue, pulpe orange foncée",05_036,"Mango, deep orange flesh, raw","Mangue, chair orange foncé, crue"
05_015,"Mango, orange flesh,  raw","Mangue, pulpe orange, crue",05_015,"Mango, orange flesh, ripe, raw","Mangue, chair orange, mûre, crue"
05_037,"Mango, pale flesh, raw","Mangue, pulpe pâle, crue  ",05_037,"Mango, pale flesh, raw","Mangue, chair pâle, crue"
05_038,"Melon, honeydew, raw","Melon, cru",05_038,"Melon, honeydew, pale green flesh, raw","Melon, miellat, chair vert pâle, cru"
05_039,"Melon, cantaloup, raw","Cantaloupe, cru",05_039,"Melon, cantaloupe, orange flesh, raw","Melon, cantaloup, chair orange, cru"
05_016,"Orange, raw","Orange, crue",05_016,"Orange, raw","Orange, crue"
05_040,"Palm nuts, pulp, raw","Noix de palme, pulpe, crue",05_040,"Oil palm, fruit, raw","Noix de palme, crue"
05_017,"Papaya, fruit, ripe, raw","Papaye, fruit, mûr, cru",05_017,"Papaya, fruit, ripe, raw","Papaye, fruit, mûr, cru"
05_018,"Pineapple, pulp, raw","Ananas, pulpe, crue",05_018,"Pineapple, fruit, raw","Ananas, fruit, cru"
05_041,"Pomegranate, raw","Grenade, crue",05_041,"Pomegranate, fruit, raw","Grenade, fruit, crue"
05_042,"Plantain, ripe, raw","Banane plantain, mûre, crue",02_042,"Plantain, ripe, ivory flesh, raw",
,,,02_044,"Plantain, ripe, orange flesh, raw",
05_043,"Plantain, ripe, boiled* (without salt)","Banane plantain, mûre, bouillie* (sans sel)",02_057,"Plantain, ripe, ivory flesh, boiled* (without salt), drained","Banane plantain, mûre, chair ivoire, bouillie* (sans sel), égouttée"
05_043,,,02_059,"Plantain, ripe, orange flesh, boiled* (without salt), drained","Banane plantain, mûre, chair orange, bouillie* (sans sel), égouttée"
05_044,"Shea fruit pulp, raw","Fruit de karité, pulpe, crue",05_044,"Shea, fruit, raw","Noix de karité, crue"
05_019,"Soapberry, fruit, raw","Pomme de savon, fruit, cru",05_019,"Soapberry, fruit, raw","Pomme de savon, fruit, crue"
05_045,"Sweet apple, fruit, raw","Pomme-cannelle, fruit, cru",05_045,"Sweet apple, fruit, raw","Pomme-cannelle, fruit, crue"
05_020,"Tamarind, immature fruit, raw","Tamarin, fruit, pas mûr, cru",05_020,"Tamarind, immature fruit, raw","Tamarin, fruit, non mûr, cru"
05_021,"Tamarind, fruit, ripe, raw","Tamarin, fruit, mûr, cru",05_021,"Tamarind, fruit, ripe, raw","Tamarin, fruit, mûr, cru"
05_022,"Watermelon, fruit, raw","Pastèque, fruit, cru",05_022,"Watermelon, fruit, raw","Pastèque, fruit, cru"
"06 Nuts, seeds and their products/Noix, graines et produits dérivés",,,"06 Nuts, seeds and their products/Noix, graines et produits dérivés",,
06_001,"Cashew nut, raw","Noix de cajou, crue",06_001,"Cashew nut, raw","Noix de cajou, crue"
06_002,"Coconut, mature kernel, fresh, raw","Noix de coco, amande mature, fraîche, crue",06_002,"Coconut, mature kernel, fresh, raw","Noix de coco, amande, mûre, fraîche, crue"
06_004,"Coconut, immature kernel, fresh, raw","Noix de coco, amande immature, fraîche, crue",06_004,"Coconut, immature kernel, fresh, raw","Noix de coco, amande, non mûre, fraîche, crue"
06_005,"Coconut, kernel, dried, raw","Noix de coco, amande, séchée, crue",06_005,"Coconut, kernel, dried, raw","Noix de coco, amande, séchée, crue"
06_006,Coconut milk ,"Noix de coco, lait",06_006,"Coconut milk, fresh or canned","Noix de coco, lait, frais ou en conserve"
06_007,Coconut water,"Noix de coco, eau",12_023,Coconut water,Eau de coco
06_018,"Colanut, raw","Noix de cola, crue",06_018,"Cola nut, fresh, raw","Noix de cola, fraîche, crue"
06_019,"Colanut, dried, raw","Noix de cola, séchée",06_019,"Cola nut, dried, raw","Noix de cola, séchée, crue"
06_008,"Dikanut, kernel, dried, raw","Mangue sauvage, amande, séchée, crue",06_008,"Dikanut, kernel, dried, raw","Noix dika, amande, séchée, crue"
06_010,"Groundnut, shelled, dried, raw","Arachide, écorcée, séchée, crue",06_010,"Groundnut, shelled, dried, raw","Arachide, décortiquée, séchée, crue"
06_020,"Groundnut, Sinkarzie, shelled, dried,  raw (Ghana); n=1","Arachide, Sinkarzie, écorcée, séchée, crue (Ghana)",06_020,"Groundnut, Sinkarzie variety, shelled, dried, raw (Ghana), n=1","Arachide, variété Sinkarzie, décortiquée, séchée, crue (Ghana), n=1"
06_021,"Groundnut, F-mix, shelled, dried,  raw (Ghana); n=1","Arachide, F-mix, écorcée, séchée, crue (Ghana)",06_021,"Groundnut, F-mix variety, shelled, dried, raw (Ghana), n=1","Arachide, variété F-mix, décortiquée, séchée, crue (Ghana), n=1"
06_022,"Groundnut, JL 24, shelled, dried, raw (Ghana); n=1","Arachide, JL 24, écorcée, séchée,crue (Ghana)",06_022,"Groundnut, JL 24 variety, shelled, dried, raw (Ghana), n=1","Arachide, variété JL 24, décortiquée, séchée, crue (Ghana), n=1"
06_023,"Groundnut, Chinese, shelled, dried, raw (Ghana); n=1","Arachide, Chinese, écorcée, séchée,crue (Ghana)",06_023,"Groundnut, Chinese, shelled, dried, raw (Ghana), n=1","Arachide, Chinoise, décortiquée, séchée, crue (Ghana), n=1"
06_024,"Groundnut, Manipintar, shelled, dried, raw (Ghana); n=1","Arachide, Manipintar, écorcée, séchée,crue (Ghana)",06_024,"Groundnut, Manipintar variety, shelled, dried, raw (Ghana), n=1","Arachide, variété Manipintar, décortiquée, séchée, crue (Ghana), n=1"
06_025,"Groundnut, combined varieties, shelled, dried, raw (Ghana)","Arachide,  variétés combinées, écorcée, séchée, crue (Ghana)",06_025,"Groundnut, combined varieties, shelled, dried, raw (Ghana)","Arachide, mélange de variétés, décortiquées, séchées, crues (Ghana)"
06_011,"Groundnut, rose, shelled, dried, raw (Benin)","Arachide, rose, écorcée, séchée, crue (Benin)",06_011,"Groundnut, rose, shelled, dried, raw (Benin)","Arachide, rose, décortiquée, séchée, crue (Bénin) "
06_012,"Groundnut, red, shelled, dried, raw (Benin)","Arachide, rouge, écorcée, séchée, crue (Benin)",06_012,"Groundnut, red, shelled, dried, raw (Benin)","Arachide, rouge, décortiquée, séchée, crue (Bénin)"
06_026,Groundnut paste,"Arachide, pâte",06_026,"Groundnut paste, from groundnuts only","Arachide, pâte pure"
06_027,"Groundnut flour, with fat","Arachide, farine avec graisse",06_027,"Groundnut flour, with fat","Farine d’arachide, non dégraissée"
06_028,"Groundnut flour, defatted","Arachide, farine dégraissé",06_028,"Groundnut flour, partially defatted","Farine d’arachide, partiellement dégraissée"
06_013,"Melon seeds, slightly salted, raw","Melon, graine, légèrement saleé, crue",06_013,"Melon seed, kernel only, dried, raw","Graines d’égousi/pistache africaine, séchées, crues"
06_029,"Palm nut kernel, shelled, raw","Noix de palme, noyau, décortiqué, cru",06_029,"Oil palm, nut (kernel), shelled, raw","Noix de palme (amande), décortiquée, crue"
06_030,"Roselle, red, seed, dried ","Oseille de Guinée (datou), rouge, graine, séchée",06_030,"Hibiscus seed, red, dried, raw","Graines d’oseille de Guinée (datou), rouges, séchées, crues"
06_015,"Sesame seeds, whole, dried, raw","Sésame, graine, crue",06_015,"Sesame seed, whole, dried, raw","Sésame, graines complètes, séchées, crues"
06_016,"Shea nut, seed kernel, dried, raw","Karité, noix, amande, séchée, crue",06_016,"Shea nut, kernel, dried, raw","Karité, noix, séchée, crue"
"07 Meat, poultry and their products/Viande, volaille et produits dérivés",,,"07 Meat, poultry and their products/Viande, volaille et produits dérivés",,
07_008,"Ant flying, dried","Fourmi, volante, séchée",07_008,"Ant, flying, dried","Fourmi, volante, séchée"
07_009,"Beef, meat, lean, boneless, raw","Bœuf, viande, maigre,  désossée, crue",07_009,"Beef meat, lean, ca. 5% fat, raw","Viande de bœuf, maigre, environ 5% de matière grasse, crue"
07_010,"Beef, meat, lean, boiled *(without salt)","Bœuf, viande, maigre, bouillie* (sans sel)",07_010,"Beef meat, lean, ca. 5% fat, boiled* (without salt), drained","Viande de bœuf, maigre, environ 5% de matière grasse, bouillie* (sans sel), égouttée"
07_011,"Beef, meat, lean, grilled *(without salt and fat)","Bœuf, viande, maigre, grillée* (sans sel ou mat. grasse)",07_011,"Beef meat, lean, ca. 5% fat, grilled* (without salt or fat)","Viande de bœuf, maigre, environ 5% de matière grasse, grillée* (sans sel ni graisse)"
07_002,"Beef, meat, 15-20  % fat, boneless, raw","Bœuf, viande, 15- 20  % de mat. grasse, crue",07_002,"Beef meat, moderately fat, ca. 20% fat, raw","Viande de bœuf, teneur modérée en matière grasse (env. 20%), crue"
07_012,"Beef, meat, 15-20  % fat, boiled* (without salt)","Bœuf, viande, 15-20 % de mat. grasse, bouillie* (sans sel)",07_012,"Beef meat, moderately fat, ca. 20% fat, boiled* (without salt), drained","Viande de bœuf, teneur modérée en matière grasse (env. 20%), bouillie* (sans sel), égouttée"
07_013,"Beef, meat, 15-20  % fat, grilled* (without salt and fat)","Bœuf, viande, 15-20 % de mat. grasse, grillée* (sans sel ou mat. grasse)",07_013,"Beef meat, moderately fat, ca. 20% fat, grilled* (without salt or fat)","Viande de bœuf, teneur modérée en matière grasse (env. 20%), grillée* (sans sel ni graisse)"
07_014,"Beef, meat, approx. 30 % fat, boneless, raw","Bœuf, viande, à peu près 30 % de mat. grasse, désossée, crue",07_014,"Beef meat, fatty, ca. 30% fat, raw","Viande de bœuf, grasse, environ 30% de matière grasse, crue"
07_015,"Beef, meat, approx. 30 % fat, boiled* (without salt)","Bœuf, viande, à peu près 30 % de mat. grasse, bouillie*(sans sel)",07_015,"Beef meat, fatty, ca. 30% fat, boiled* (without salt), drained","Viande de bœuf, grasse, environ 30% de matière grasse, bouillie* (sans sel), égouttée"
