Code,Food name in English,Food name in French,BiblioID/Source,Scientific name,FoodEx2 Code,FoodEx2 Description,Exact Match (Yes/No),Comments
04_078,"Waterleaf, leaves, fresh, raw","Feuille d’eau, feuilles, fraîches, crues","10E, BF1011, BF1071, GH1059, IN17(average of all green leafy vegetables), NG1018, NG1145, NG1159, ve32BIO, ve53BIO",Talinum fruticosum,A00MH#F01.A16PY$F28.A07HS$F10.A166Y,"Spinaches and similar-, SOURCE = Ceylon spinach (as plant), PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,
04_120,"Waterleaf, leaves, fresh, boiled* (as part of a recipe)","Feuille d’eau, feuilles, fraîches, bouillies* (ingrédient de recette)",calc. from / de 04_078,Talinum fruticosum,A00MH#F01.A16PY$F28.A07GL$F10.A166Y,"Spinaches and similar-, SOURCE = Ceylon spinach (as plant), PROCESS = Boiling, QUALITATIVE-INFO = Fresh",Yes,
04_119,"Waterleaf, leaves, fresh, boiled* (without salt), drained","Feuille d’eau, feuilles, fraîches, bouillies* (sans sel), égouttées",calc. from / de 04_078,Talinum fruticosum,A00MH#F01.A16PY$F28.A07GL$F10.A0CQE$F10.A166Y,"Spinaches and similar-, SOURCE = Ceylon spinach (as plant), PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Fresh",Yes,
04_080,"Wild spinach, leaves, fresh, raw","Épinard sauvage, feuilles, fraîches, crues","EJ2011, IN17(average of all green leafy vegetables), NG1185, ve27BIO",Gnetum africanum,A00KR#F01.A18CS$F28.A07HS$F10.A166Y,"Leafy vegetables, SOURCE = African jointfir (as plant), PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,
04_130,"Wild spinach, leaves, fresh, boiled* (as part of a recipe)","Épinard sauvage, feuilles, fraîches, bouillies* (ingrédient de recette)",calc. from / de 04_080,Gnetum africanum,A00KR#F01.A18CS$F28.A07GL$F10.A166Y,"Leafy vegetables, SOURCE = African jointfir (as plant), PROCESS = Boiling, QUALITATIVE-INFO = Fresh",Yes,
04_129,"Wild spinach, leaves, fresh, boiled* (without salt), drained","Épinard sauvage, feuilles, fraîches, bouillies* (sans sel), égouttées",calc. from / de 04_080,Gnetum africanum,A00KR#F01.A18CS$F28.A07GL$F10.A166Y$F10.A0CQE,"Leafy vegetables, SOURCE = African jointfir (as plant), PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Without added salt",Yes,
05_055,"African black plum/chocolate berry, ripe, raw","Prune noire africaine, mûre, crue","1B(13583), 1R, fr1BIO, fr14BIO, fr19BIO, fr24BIO, fr52BIO",Vitex doniana,A01GP#F28.A07HS$F10.A166Z$F10.A07XL$F26.A07XE,"Plums and similar-, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Black, QUALITATIVE-INFO = Ripe / mature, GENERIC-TERM = Other",No,
05_023,"African fan palm, fruit, raw","Fruit du palmier rônier, cru","3B(African fan palm / Ronier fruit), FAO(853), IN17(E048)",Borassus aethiopum,A016L#F01.A13VL,"Oil fruits, SOURCE = Borassus aethiopum Mart. (as plant)",Yes,
05_024,"African locust bean, flour from fruit","Néré, farine du fruit","1M(244), 7E, 9N, 11E(African locust bean, fruit, pulp, flour / Néré, farine de pulpe, sèche), 05_001",Parkia biglobosa,A185Q#F01.A16PZ$F27.A012S,"Pulses flour, SOURCE = African locust bean (as plant), SOURCE-COMMODITIES = Beans (dry) and similar-",Yes,
05_001,"African locust bean, fruit, raw","Néré, fruit, cru","2E, 3B(African locust bean, fresh pulp / Néré pulpe fraiche), FAO(854)",Parkia biglobosa,A16QA#F28.A07HS,"African locust bean (with pods), PROCESS = Raw, no heat treatment",Yes,
05_053,"African star apple, fruit, raw","Pomme-étoile africaine, fruit, cru","01FG, 04FG, 27N, d3BIO, NG1008, NG1216",Chrysophyllum albidum,A0DQQ#F28.A07HS,"Star apples and similar-, PROCESS = Raw, no heat treatment",Yes,
05_025,"Akee, fruit, raw","Akée, fruit, cru","12B(Ackee, fruit, raw / Blighia sapida, arille du fruit), 19N, FAO(497)",Blighia sapida,A01KN#F28.A07HS,"Akee apples, PROCESS = Raw, no heat treatment",Yes,
05_046,"Apple, green, with skin, raw","Pomme, verte, non épluchée, crue","IN17(E002), KEN18(005001), SA10(4222)",Malus domestica,A01DJ#F28.A07HS$F10.A0F2Q$F20.A07QQ,"Apples, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Green, PART-CONSUMED-ANALYSED = With skin",Yes,
05_047,"Apple, red, with skin, raw","Pomme, rouge, non épluchée, crue","IN17(E001; E003; E004), KEN18(005002), SA10(4223)",Malus domestica,A01DJ#F28.A07HS$F20.A07QR,"Apples, PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = W/o skin",Yes,
05_026,"Apple, with skin, raw","Pomme, non épluchée, crue","1T(221; 222), IN17(E001; E002; E003; E004), KEN18(005001; 005002), SA10(3532)",Malus domestica,A01DJ#F28.A07HS$F20.A07QQ,"Apples, PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = With skin",Yes,
05_027,"Apple, without skin, raw","Pomme, épluchée, crue","AU14(06D10538), SA10(3592), US28(09004)",Malus domestica,A01DJ#F28.A07HS$F20.A07QR,"Apples, PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = W/o skin",Yes,
05_002,"Avocado, fruit, raw","Avocat, fruit, cru","2P(150), 11E(Avocado, fruit, raw / Avocat, fruit cru), 12B(411), CTA(151), IN17(E007), KEN18(005003), SA10(3656), SGS, tu4AnFooD",Persea americana,A01LB#F28.A07HS,"Avocados, PROCESS = Raw, no heat treatment",Yes,Species is missing
05_048,"Banana, sweet, flesh, unripe (green), raw","Banane, chair, sucrée, non mûre (verte), crue","05FG, 06FG, 11E(Banana, ripened / Banane douce, mûre), GH1039, IN17(D063), KEN18(002004), NG1068, NG1113, NG1209",Musa spp.,A04JS#F28.A07HS$F10.A0CQM$F10.A07XM$F20.A07QR,"Bananas and similar-, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Sweet / mild, QUALITATIVE-INFO = Unripe / immature, PART-CONSUMED-ANALYSED = W/o skin",Yes,Species is missing
05_003,"Banana, white flesh, ripe, raw","Banane, chair blanche, mûre, crue","1P(54), 2P(151), 3B(Banana / Banana), 5B(Banana / Banane pulpe fraiche), 11E(Banana, ripened / Banane douce, mûre), dp13BIO, IN17(E012), tu4AnFooD",Musa spp.,A04JS#F28.A07HS$F10.A0F2R$F10.A07XL,"Bananas and similar-, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Ripe / mature",Yes,Species is missing
05_028,"Banana, yellow flesh, ripe, raw","Banane, chair jaune, mûre, crue","1T(175), CTA(153), IN17(E012), SGS",Musa spp.,A04JS#F28.A07HS$F10.A07XL$F10.A0F5H,"Bananas and similar-, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Ripe / mature, QUALITATIVE-INFO = Yellow",Yes,
05_004,"Baobab, fruit/monkey bread, raw","Baobab, fruit/pain de singe, cru","1B(13508), 2G(VD), 3B(Monkey bread, pulp / Baobab, pain de singe pulpe), 9B, 12B(Baobab, flour, from fruit / Pain de singe, Baobab, farine du fruit), 15B, dp24BIO, FAO(866), fr1BIO, fr5BIO, fr14BIO, fr15BIO, fr16BIO, fr18BIO, fr19BIO, fr21BIO, fr22BIO, KEN18(005005), SGS",Adansonia digitata,A0F6K#F28.A07HS,"Baobab fruits, PROCESS = Raw, no heat treatment",Yes,Flesh-related color missing. It was added as qualitative info
05_005,"Breadfruit, fruit, raw","Arbre à pain, fruit, cru","1E, 1T(196), 3E(Bread tree, fruit / Fruit á pain, bléfoutou), 16V(35), US28(09059)",Artocarpus altilis,A01LQ#F28.A07HS,"Breadfruits, PROCESS = Raw, no heat treatment",Yes,
05_050,"Carambola (star fruit), raw","Carambole (fruit-étoile), cru","IN17(E062), US28(09060)",Averrhoa carambola,A01HM#F28.A07HS,"Carambolas, PROCESS = Raw, no heat treatment",Yes,
05_006,"Cashew apple, fruit, raw","Pomme de cajou, fruit, cru","1B(13075), 1E, 1T(186), 11E(Cashew, fruit pulp, raw / Pomme de cajou, pulpe, fruit, cru), UK7(14-060)",Anacardium occidentale,A01JE#F28.A07HS,"Cashew apples, PROCESS = Raw, no heat treatment",Yes,
05_029,"Clementine, raw","Clémentine, crue","IN17(E047), KEN18(005036), SA10(3558; 3560), US28(09433)",Citrus clementina,A01CE#F28.A07HS,"Clementines, PROCESS = Raw, no heat treatment",Yes,Species is missing
05_031,"Date, dried, raw","Date, séchée, crue","5fBIO, 32fBIO, dp2BIO, dp12BIO, IN17(E017; E018), KEN18(005007), SA10(3543)",Phoenix dactylifera,A01MF#F28.A07HS,"Dried dates, PROCESS = Raw, no heat treatment",Yes,
05_030,"Date, soft, raw","Date, molle, crue","5fBIO, 32fBIO, dp12BIO, IN17(E017; E018), KEN18(005008), SA10(4245), UK7(14-083), 05_031",Phoenix dactylifera,A01HF#F28.A07HS$F10.A0CJQ,"Dates, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Soft",Yes,
05_008,"Dattock, fruit, dried","Détar, fruit, séché","1B(13526), FAO(904), 05_031",Detarium senegalense,A01MA#F01.A18CQ$F27.A0DSB,"Dried fruit, SOURCE = Detarium (as plant), SOURCE-COMMODITIES = Dates and similar-",Yes,
05_007,"Dattock, fruit, raw","Détar, fruit, cru","1B(13525), FAO(903), 05_031",Detarium senegalense,A012S#F01.A18CQ$F28.A07HS,"Beans (dry) and similar-, SOURCE = Detarium (as plant), PROCESS = Raw, no heat treatment",Yes,
05_033,"Fig, dried","Figue, sèche","SA10(3557), UK7(14-095), US28(09094)",Ficus carica,A01MG,Dried figs,Yes,
05_032,"Fig, raw","Figue, crue","1B(13012), IN17(E020), SA10(3544)",Ficus carica,A01HG#F28.A07HS,"Figs, PROCESS = Raw, no heat treatment",Yes,
05_009,"Fig, sycomorus, raw","Figue, sycomore, crue","1B(166), 3B(Fig / Ficus), 10B, dp10BIO, FAO(919), fr3BIO, 05_032",Ficus sycomorus,A0DRY#F01.A18CR$F28.A07HS,"Figs and similar-, SOURCE = Sycamore fig (as plant), PROCESS = Raw, no heat treatment",Yes,
05_034,"Fruit cocktail, canned in syrup, undrained","Cocktail de fruits au sirop, en conserve, non égoutté","SA10(3665), US28(09100)",,A01QK#F06.A06XY,"Canned fruit cocktail, SURROUNDING-MEDIUM = In concentrated sweet liquid-syrup",Yes,
05_035,"Grapefruit, white, raw","Pamplemousse, blanc, cru","11E(Grapefruit, pulp / Pamplemousse, pulpe), 16V(137), AU14(08B10079), CTA(186), SA10(3546), US28(09116)",Citrus × paradisi,A01CY#F28.A07HS$F10.A0F2R,"Grapefruits, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = White",Yes,
05_051,"Grapes, raw","Raisins, crus","IN17(E022; E023; E024; E026), KEN18(005010), SA10(3550)",Vitis vinifera,A01DX#F28.A07HS,"Table grapes, PROCESS = Raw, no heat treatment",Yes,
05_010,"Guava, fruit, raw","Goyave, fruit, crue","2P(152), 3B(Guava, fresh / Goyave fraise), 4E(Guava, fruit, raw / Goyave, fruit cru), 12B(415), 16V(140), CTA(172), d11BIO, IN17(E028; E029), ph040, SA10(3551)",Psidium guajava,A0CGD#F28.A07HS,"Guavas, PROCESS = Raw, no heat treatment",Yes,
05_011,"Gumvine, fruit, raw","Liane goïne, fruit, cru","1B(13588), 3B(Gumvine, fruit / Landolphia senegalensis), 4R, 15B, FAO(940)",Saba senegalensis,A04RK#F28.A07HS$F26.A07XE,"Fruit used as fruit, PROCESS = Raw, no heat treatment, GENERIC-TERM = Other",No,
05_012,"Jujube, raw","Jujube, cru","1B(13064), 3B(Jujube, fresh pulp / Jujube, frais), 15B, fr1BIO, fr3BIO, fr19BIO, fr21BIO, IN17(E068), US28(09146)",Ziziphus spp.,A01GP#F28.A07HS,"Plums and similar-, PROCESS = Raw, no heat treatment",No,
05_013,"Landolphia, fruit, raw","Liane à caoutchouc, fruit, crue","1B(13550), 3B(Landolphia), 4R, dp10BIO, fr2BIO",Landolphia spp.,A04RK#F28.A07HS,"Fruit used as fruit, PROCESS = Raw, no heat treatment",No,
05_014,"Lemon, raw","Citron, cru","2B(13009), 2P(153), 4E(Lemon, fruit, raw / Citron, fruit cru), 11E(Lemon, fruit / Citron, fruit), 12B(403), 16V(138), AU14(06B10080), CTA(157), IN17(E033), KEN18(005015), SA10(3669)",Citrus limon,A01BY#F28.A07HS,"Lemons, PROCESS = Raw, no heat treatment",Yes,
05_036,"Mango, deep orange flesh, raw","Mangue, chair orange foncé, crue","1T(229), 03BR",Mangifera indica,A01LF#F28.A07HS$F10.A0F5J,"Mangoes, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Orange",No,
05_015,"Mango, orange flesh, ripe, raw","Mangue, chair orange, mûre, crue","1E, 1G(MB), 1P(57), 2P(155), 3B(Mango / Mangue mûre), 4E(Mango, ripe, fruit / Mangue mûre, fruit), 5R, 11E(Mango, fruit, ripened / Mangue, fruit mûr), 12B(417), 16V(141), CTA(180), d11BIO, IN17(E036; E037; E038; E039; E040; E041; E042), SA10(3556), tu4AnFood",Mangifera indica,A01LF#F28.A07HS$F10.A0F5J$F10.A07XL,"Mangoes, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Orange, QUALITATIVE-INFO = Ripe / mature",No,Flesh-related color missing. It was added as qualitative info
05_037,"Mango, pale flesh, raw","Mangue, chair pâle, crue","1T(231), d11BIO",Mangifera indica,A01LF#F28.A07HS$F10.A0F2Z,"Mangoes, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Pale/light colour",No,Flesh-related color missing. It was added as qualitative info
05_039,"Melon, cantaloupe, orange flesh, raw","Melon, cantaloup, chair orange, cru","IN17(E045), SA10(3541)",Cucumis melo,A00KF#F28.A07HS$F10.A0F5J,"Melons, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Orange",No,Variety missing
05_038,"Melon, honeydew, pale green flesh, raw","Melon, miellat, chair vert pâle, cru","IN17(E046), SA10(3575), US28(09184)",Cucumis melo,A00KF#F28.A07HS$F10.A0F2Q$F10.A0F2Z,"Melons, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Green, QUALITATIVE-INFO = Pale/light colour",No,Variety missing
05_052,"Mombin/hog-plum, fruit, raw","Mombin/prune, fruit, cru","01BR, 1T(185), 02BR, 03FG, 28N, d8BIO",Spondias mombin,A01JJ#F28.A07HS,"Hog plums, PROCESS = Raw, no heat treatment",Yes,
05_040,"Oil palm, fruit, raw","Noix de palme, crue","01CH, 1P(39), 2P(111), 04BR, FAO(996)",Elaeis guineensis,A0DAB#F28.A07HS,"African oil palm fruits, PROCESS = Raw, no heat treatment",Yes,
05_016,"Orange, raw","Orange, crue","1G(VO), 1P(55), 2B(13034), 2P(156), 4E(Orange / Orange commune fruit), 5B(Orange), 11E(Orange, fruit), 12B(400), 16V(136), CTA(179), IN17(E047)",Citrus aurantium,A01CT#F28.A07HS,"Bitter oranges, PROCESS = Raw, no heat treatment",Yes,
05_017,"Papaya, fruit, ripe, raw","Papaye, fruit, mûr, cru","1P(56), 2P(157), 3B(Papaya, pulp / Papaye), 4E(Papaya, fruit, ripe / Papaye, fruit, cru), 4P, 11E(Papaya, fruit, raw / Papaye, fruit, crue), 12B(418), AU14(06D10480), CTA(187), d11BIO, IN17(E049), Lb2000, SGS",Carica papaya,A01LG#F28.A07HS$F10.A07XL,"Papayas, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Ripe / mature",Yes,
05_018,"Pineapple, fruit, raw","Ananas, fruit, cru","1P(53), 2P(158), 3B(Pineapple, raw / Ananas frais), 4E(Pineapple, fruit, raw / Ananas, fruit cru), 11E(Pineapple, fruit, raw / Ananas, fruit, cru), 12B(410), 16V(143), 17fBIO, CTA(148), IN17(E053), SGS",Ananas comosus,A01LP#F28.A07HS,"Pineapples, PROCESS = Raw, no heat treatment",Yes,
05_041,"Pomegranate, fruit, raw","Grenade, fruit, crue","1B(13018), AU14(06D10494), CTA(173), IN17(E055)",Punica granatum,A01LH#F28.A07HS,"Granate apples, PROCESS = Raw, no heat treatment",Yes,
05_044,"Shea, fruit, raw","Noix de karité, crue","1B(13548), 1M(248), 02FG, 4R, 15B, 34f",Vitellaria paradoxa,A016H#F28.A07HS,"Shea nuts, PROCESS = Raw, no heat treatment",Yes,
05_019,"Soapberry, fruit, raw","Pomme de savon, fruit, crue","1B(13517), 3B(Soapberry / Cerise du Sénégal), FAO(1031)",Lepisanthes senegalensis,A04RK#F28.A07HS,"Fruit used as fruit, PROCESS = Raw, no heat treatment",No,
05_054,"Soursop, fruit, raw","Corossol, fruit, cru","2P(160), 13E, AU14(06D10496), IN17(E061), ph040, se2BIO",Annona spp.,A01LT#F28.A07HS,"Soursops, PROCESS = Raw, no heat treatment",Yes,
05_045,"Sweet apple, fruit, raw","Pomme-cannelle, fruit, crue","1B(13058), 2P(160; 161), AU14(06D10496), FAO(1046)",Annona squamosa,A01LL#F28.A07HS,"Sweetsops, PROCESS = Raw, no heat treatment",Yes,
05_056,Sweet baobab paste (Burkina Faso)*,Pâte de baobab sucrée (Burkina Faso)*,calc. from recipe / de recette,,-,-,-,
05_020,"Tamarind, immature fruit, raw","Tamarin, fruit, non mûr, cru","1B(13079), 11E(Tamarind, fruit, raw / Tamarin, fruit, cru), 15B, FAO(1047), 05_021",Tamarindus indica,A019J#F28.A07HS$F10.A07XM,"Tamarind, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Unripe / immature",Yes,
05_021,"Tamarind, fruit, ripe, raw","Tamarin, fruit, mûr, cru","1B(13080), 3B(Tamarind, dried pulp / Tamarin sec pulpe), 11E(Tamarind, fruit, dried / Tamarin, fruit, sec), fr1BIO, fr14BIO, fr16BIO, fr19BIO, fr21BIO, fr50BIO, FAO(1048), CTA(234), IN17(E064)",Tamarindus indica,A019J#F28.A07HS$F10.A07XL,"Tamarind, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Ripe / mature",Yes,Species is missing
05_022,"Watermelon, fruit, raw","Pastèque, fruit, cru","1P(52), 10E, 11E(Watermelon, fruit, raw / Pastèque, fruit, cru), FAO(1055), IN17(E065; E066), KEN18(005038), SA10(3576)",Citrullus lanatus,A00KJ#F28.A07HS,"Watermelons, PROCESS = Raw, no heat treatment",Yes,-
06_031,"African breadfruit, seed without hull, dried","Fruit de l’arbre à pain africain, graine sans coque, séchée","16V(30), AU14:IN17:UK7:US28(average of nuts and seeds), NG1096, NG1190, NG1224, OSABOR, UK7(14-895), US28(12001)",Treculia Africana,A015E#F01.A065A$F28.A07KG$F28.A07LC,"Oilseeds and oilfruits, SOURCE = Breadfruit (as plant), PROCESS = Drying (dehydration), PROCESS = Removal of external layer",Yes,
06_039,"Benniseed, dried, raw","Graine de sésame, séchée, crue","6N, 10N, 18N, IN17(H009; H010; H011), 06_015",Sesamum radiatum,A0DBQ#F28.A07HS$F28.A07KG,"Sesame seeds and similar-, PROCESS = Raw, no heat treatment, PROCESS = Drying (dehydration)",No,
06_033,"Bitter cola, seeds, dried, raw","Petit cola (amer), graines, séché, cru","AU14:IN17:UK7:US28(average of nuts and seeds), d13BIO, NG1011, NG1116, NG2002, NG2003, NG2004, NG2005",Garcinia kola,A0CZK#F28.A07HS$F28.A07KG,"Bitter cola nuts, PROCESS = Raw, no heat treatment, PROCESS = Drying (dehydration)",Yes,
06_032,"Bitter cola, seeds, fresh, raw","Petit cola (amer), graines, frais, cru","AU14:IN17:UK7:US28(average of nuts and seeds), d13BIO, NG2002, 06_033",Garcinia kola,A0CZK#F28.A07HS$F10.A166Y,"Bitter cola nuts, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,
06_001,"Cashew nut, raw","Noix de cajou, crue","1E, 2B(15019), 11E(Cashew, nut, dry / Cajou, noix, séchée), IN17(H005), MA1018, NG1108, SEF(53), UK7(14-811), US28(12087)",Anacardium occidentale,A014H#F28.A07HS,"Cashew nuts, PROCESS = Raw, no heat treatment",Yes,
06_005,"Coconut, kernel, dried, raw","Noix de coco, amande, séchée, crue","11E(Coconut, almond, dried / Noix de coco, amande, sèche), IN17(H006), NG1138, US28(12108)",Cocos nucifera,A0F0N#F27.A014K$F28.A07HS$F20.A07QZ,"Dried nuts and related flours and powders, SOURCE-COMMODITIES = Coconuts, PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = W/o husks",Yes,Species is missing
06_004,"Coconut, immature kernel, fresh, raw","Noix de coco, amande, non mûre, fraîche, crue","1B(15014), 2P(102), 16V(81), AU14(11B10213), IN17(H007), 06_002",Cocos nucifera,A014K#F28.A07HS$F10.A166Y$F10.A07XM$F20.A07QZ,"Coconuts, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Unripe / immature, PART-CONSUMED-ANALYSED = W/o husks",Yes,
06_002,"Coconut, mature kernel, fresh, raw","Noix de coco, amande, mûre, fraîche, crue","1B(15006), 1P(38), 2P(103), 12B(230), CTA(74), IN17(H007)",Cocos nucifera,A014K#F28.A07HS$F10.A166Y$F10.A07XL$F20.A07QZ,"Coconuts, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Ripe / mature, PART-CONSUMED-ANALYSED = W/o husks",Yes,
06_006,"Coconut milk, fresh or canned","Noix de coco, lait, frais ou en conserve","AU14(11B10217), US28(12117; 12118)",Cocos nucifera ,A01BK,Coconut milk (cocos nucifera) liquid,Yes,
06_019,"Cola nut, dried, raw","Noix de cola, séchée, crue","2P(107), FAO(396), 06_018",Cola nitida,A0CZK#F28.A07HS$F28.A07KG,"Bitter cola nuts, PROCESS = Raw, no heat treatment, PROCESS = Drying (dehydration)",Yes,
06_018,"Cola nut, fresh, raw","Noix de cola, fraîche, crue","3B(Cola nut, raw / Cola), 15GH, FAO(395), GH2000, NG2002",Cola nitida,A0CZK#F28.A07HS$F10.A166Y,"Bitter cola nuts, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,Species is missing; information on the shape is missing
06_008,"Dikanut, kernel, dried, raw","Noix dika, amande, séchée, crue","3E(Almond wild apple / Amande de pomme sauvage, Assrouin), 4V, 22N, AU14:IN17:UK7:US28(average of nuts and seeds), BF1054, d6BIO, d7BIO, FAO(407)",Irvingia gabonensis,A0DAL#F28.A07KG$F28.A07HS$F26.A07XE,"Oil palms kernels and similar-, PROCESS = Drying (dehydration), PROCESS = Raw, no heat treatment, GENERIC-TERM = Other",No,
06_009,"False sesame seeds, dried, raw","Graines de faux sésame, séchées, crues","2P(101), 35N, AU14:IN17:UK7:US28(average of nuts and seeds), FAO(410)",Ceratotheca sesamoides,A00ZQ#F01.A176L$F27.A00KR$F28.A07HS,"Dried vegetables, SOURCE = Ceratotheca sesamoides (as plant), SOURCE-COMMODITIES = Leafy vegetables, PROCESS = Raw, no heat treatment",Yes,
06_028,"Groundnut flour, partially defatted","Farine d’arachide, partiellement dégraissée","FAO(330), US28(16099; 06100), 06_010",Arachis hypogaea,A0F0N#F27.A015H$F10.A077B,"Dried nuts and related flours and powders, SOURCE-COMMODITIES = Peanuts, QUALITATIVE-INFO = Half fat or medium fat",Yes,
06_027,"Groundnut flour, with fat","Farine d’arachide, non dégraissée","1M(371), AU14(11B10194), IN17(H012), tu3Anfood, tu4Anfood, UK7(14-877), US28(16087), 06_010, 06_026",Arachis hypogaea,A0F0N#F27.A015H,"Dried nuts and related flours and powders, SOURCE-COMMODITIES = Peanuts",Yes,
